tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
2021,3,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,121838
2021,3,Mikrotrans,JAK.18,Kalibata - Kuningan,37386
2021,3,Mikrotrans,JAK.17,Senen - Pulo Gadung ,38648
2021,3,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,76307
2021,3,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,133740
2021,3,Mikrotrans,JAK.14,Tanah Abang - Meruya,88861
2021,3,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,15585
2021,3,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,67389
2021,3,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,83110
2021,3,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,52125
2021,3,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,73946
2021,3,Mikrotrans,JAK.10B,Gondangdia - Cikini via Kramat Raya,2828
2021,3,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,16781
2021,3,Mikrotrans,JAK.10,Tanah Abang - Kota ,51063
2021,3,Mikrotrans,JAK.09,Roxy Mas - Karet,25584
2021,3,Mikrotrans,JAK.08,Roxy - Benhil,29530
2021,3,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,46342
2021,3,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,82814
2021,3,Mikrotrans,JAK.05,Semper - Rorotan,75218
2021,3,Mikrotrans,JAK.04,Grogol - Tubagus Angke,52690
2021,3,Mikrotrans,JAK.03,Lebak Bulus - Andara,36614
2021,3,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,52302
2021,3,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,67629
2021,3,BRT,9,Pinang Ranti - Pluit,756064
2021,3,BRT,8,Lebak Bulus - Harmoni,508851
2021,3,BRT,7,Kampung Rambutan - Kampung Melayu,453819
2021,3,BRT,6,Ragunan - Dukuh Atas 2,405083
2021,3,BRT,5,Kampung Melayu - Ancol,494769
2021,3,BRT,4,Pulo Gadung 2 - Tosari,277604
2021,3,BRT,3,Kalideres - Pasar Baru,534617
2021,3,BRT,2,Pulo Gadung 1 - Harmoni,412664
2021,3,BRT,13,Ciledug - Tendean,334450
2021,3,BRT,12,Penjaringan - Sunter Bouleverd Barat,164012
2021,3,BRT,11,Pulo Gebang - Kampung Melayu,166555
2021,3,BRT,10,Tanjung Priok - PGC 2,427032
2021,3,BRT,1,Blok M - Kota,1013221
2021,3,Angkutan Umum Integrasi,9H,Cipedak - Blok M,12674
2021,3,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,13245
2021,3,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,74555
2021,3,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8570
2021,3,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19297
2021,3,Angkutan Umum Integrasi,8D,Joglo - Blok M,34009
2021,3,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,18192
2021,3,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24723
2021,3,Angkutan Umum Integrasi,7D,Pancoran - TMII,23286
2021,3,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,82559
2021,3,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,49219
2021,3,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,2157
2021,3,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,13318
2021,3,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24251
2021,3,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18468
2021,3,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,93959
2021,3,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,79666
2021,3,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,19217
2021,3,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8638
2021,3,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,41635
2021,3,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,40301
2021,3,Angkutan Umum Integrasi,3E,Puri Kembangan - Sentraland Cengkareng,23513
2021,3,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,8440
2021,3,Angkutan Umum Integrasi,2P,Gondangdia - Senen,6130
2021,3,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,15225
2021,3,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,27200
2021,3,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8456
2021,3,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9235
2021,3,Angkutan Umum Integrasi,1M,Meruya - Blok M,25278
2021,3,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,38768
2021,3,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,8308
2021,3,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,68895
2021,3,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14794
2021,3,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,20906
2021,3,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,68592
2021,3,Angkutan Umum Integrasi,12B,Pluit - Senen,12131
2021,3,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10948
2021,3,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,58186
2021,3,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,36891
2021,6,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,33636
2021,6,Mikrotrans,JAK.85,Bintara - Cipinang Indah,30376
2021,6,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,43502
2021,6,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,67559
2021,6,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,73193
2021,6,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,49284
2021,6,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,43869
2021,6,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,75138
2021,6,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,100305
2021,6,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,63162
2021,6,Mikrotrans,JAK.64,Lenteng Agung - Aseli,48331
2021,6,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,41219
2021,6,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,73595
2021,6,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,88536
2021,6,Mikrotrans,JAK.58,Cilingcing - Rorotan,101903
2021,6,Mikrotrans,JAK.56,Grogol - Srengseng,57394
2021,6,Mikrotrans,JAK.54,Grogol - Benhil,40997
2021,6,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,39339
2021,6,Mikrotrans,JAK.52,Kalideres - Muara Angke,65733
2021,6,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,108644
2021,6,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,69534
2021,6,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,43143
2021,6,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,53892
2021,6,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,82501
2021,6,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,57551
2021,6,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,68704
2021,6,Mikrotrans,JAK.43,Tongtek - Cililitan,92420
2021,6,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,69476
2021,6,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,40724
2021,6,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,47087
2021,6,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,63562
2021,6,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,54526
2021,6,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,56898
2021,6,Mikrotrans,JAK.36,Cilangkap - Cililitan,86425
2021,6,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,36012
2021,6,Mikrotrans,JAK.34,Rawamangun - Klender,75158
2021,6,Mikrotrans,JAK.33,Pulo Gadung - Kota,56710
2021,6,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,92744
2021,6,Mikrotrans,JAK.31,Blok M - Andara,65838
2021,6,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,147239
2021,6,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,116097
2021,6,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,67277
2021,6,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,49619
2021,6,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,42770
2021,6,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,64095
2021,6,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,82803
2021,6,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,34486
2021,6,Mikrotrans,JAK.21,Cililitan - Dwikora,63804
2021,6,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,67727
2021,6,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,115017
2021,6,Mikrotrans,JAK.18,Kalibata - Kuningan,35311
2021,6,Mikrotrans,JAK.17,Senen - Pulo Gadung ,42227
2021,6,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,76292
2021,6,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,131981
2021,6,Mikrotrans,JAK.14,Tanah Abang - Meruya,89403
2021,6,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,18790
2021,6,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,70817
2021,6,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,86067
2021,6,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,54658
2021,6,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,78127
2021,6,Mikrotrans,JAK.10,Tanah Abang - Kota ,50663
2021,6,Mikrotrans,JAK.09,Roxy Mas - Karet,23423
2021,6,Mikrotrans,JAK.08,Roxy - Benhil,38072
2021,6,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,57293
2021,6,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,81073
2021,6,Mikrotrans,JAK.05,Semper - Rorotan,77085
2021,6,Mikrotrans,JAK.04,Grogol - Tubagus Angke,58619
2021,6,Mikrotrans,JAK.03,Lebak Bulus - Andara,36032
2021,6,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,49639
2021,6,Mikrotrans,JAK.01,Ttanjung Priok - Plumpang,62146
2021,6,BRT,9,Pinang Ranti - Pluit,692649
2021,6,BRT,8,Lebak Bulus - Harmoni,477804
2021,6,BRT,7,Kampung Rambutan - Kampung Melayu,405333
2021,6,BRT,6,Ragunan - Dukuh Atas 2,371126
2021,6,BRT,5,Kampung Melayu - Ancol,453222
2021,6,BRT,4,Pulo Ggadung 2 - Tosari,276418
2021,6,BRT,3,Kalideres - Pasar Baru,484181
2021,6,BRT,2,Pulo Gadung 1 - Harmoni,351897
2021,6,BRT,13,Ciledug - Tendean,315765
2021,6,BRT,12,Penjaringan - Sunter Bouleverd Barat,148267
2021,6,BRT,11,Pulo Gebang - Kampung Melayu,148933
2021,6,BRT,10,Tanjung Priok - PGC 2,393998
2021,6,BRT,1,Blok M - Kota,899829
2021,6,Angkutan Umum Integrasi,9H,Cipedak - Blok M,13557
2021,6,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,11879
2021,6,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,71780
2021,6,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8238
2021,6,Angkutan Umum Integrasi,8E,Bintaro - Blok M,17795
2021,6,Angkutan Umum Integrasi,8D,Joglo - Blok M,26030
2021,6,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,20094
2021,6,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24185
2021,6,Angkutan Umum Integrasi,7D,Pancoran - TMII,23775
2021,6,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,76133
2021,6,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,64778
2021,6,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,2135
2021,6,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,24422
2021,6,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,21967
2021,6,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,17682
2021,6,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,76188
2021,6,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,75577
2021,6,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18759
2021,6,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6849
2021,6,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,38174
2021,6,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,37813
2021,6,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23236
2021,6,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12806
2021,6,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,26985
2021,6,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8474
2021,6,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9246
2021,6,Angkutan Umum Integrasi,1M,Meruya - Blok M,22951
2021,6,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,39470
2021,6,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6886
2021,6,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,63772
2021,6,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14938
2021,6,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,22033
2021,6,Angkutan Umum Integrasi,1A ,PIK - Balai Kota,66928
2021,6,Angkutan Umum Integrasi,12B,Pluit - Senen,10761
2021,6,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10744
2021,6,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,50089
2021,6,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,32798
2021,6,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,1
2021,6,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,33
2021,1,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,1473
2021,1,Mikrotrans,JAK.85,Bintara - Cipinang Indah,20280
2021,1,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,28779
2021,1,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,54998
2021,1,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,60284
2021,1,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,48220
2021,1,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,38572
2021,1,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,65087
2021,1,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,85416
2021,1,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,62822
2021,1,Mikrotrans,JAK.64,Lenteng Agung - Aseli,36802
2021,1,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,36899
2021,1,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,72704
2021,1,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,90624
2021,1,Mikrotrans,JAK.58,Cilingcing - Rorotan,96030
2021,1,Mikrotrans,JAK.56,Grogol - Srengseng,50223
2021,1,Mikrotrans,JAK.54,Grogol - Benhil,25049
2021,1,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,20947
2021,1,Mikrotrans,JAK.52,Kalideres - Muara Angke,42875
2021,1,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,96336
2021,1,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,61171
2021,1,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,36662
2021,1,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,39551
2021,1,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,59975
2021,1,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,47171
2021,1,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,53202
2021,1,Mikrotrans,JAK.43,Tongtek - Cililitan,74225
2021,1,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,50456
2021,1,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,21109
2021,1,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,41797
2021,1,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,54414
2021,1,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,43994
2021,1,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,46026
2021,1,Mikrotrans,JAK.36,Cilangkap - Cililitan,87842
2021,1,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,29321
2021,1,Mikrotrans,JAK.34,Rawamangun - Klender,68848
2021,1,Mikrotrans,JAK.33,Pulo Gadung - Kota,46531
2021,1,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,83768
2021,1,Mikrotrans,JAK.31,Blok M - Andara,55577
2021,1,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,128066
2021,1,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,105832
2021,1,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,63490
2021,1,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,47626
2021,1,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,36715
2021,1,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,56614
2021,1,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,68914
2021,1,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,26467
2021,1,Mikrotrans,JAK.21,Cililitan - Dwikora,56815
2021,1,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,59451
2021,1,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,103680
2021,1,Mikrotrans,JAK.18,Kalibata - Kuningan,29032
2021,1,Mikrotrans,JAK.17,Senen - Pulo Gadung ,33859
2021,1,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,55944
2021,1,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,118715
2021,1,Mikrotrans,JAK.14,Tanah Abang - Meruya,74084
2021,1,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,14490
2021,1,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,65016
2021,1,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,67367
2021,1,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,52710
2021,1,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,72135
2021,1,Mikrotrans,JAK.10,Tanah Abang - Kota ,48001
2021,1,Mikrotrans,JAK.09,Roxy Mas - Karet,19924
2021,1,Mikrotrans,JAK.08,Roxy - Benhil,22289
2021,1,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,41856
2021,1,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,73456
2021,1,Mikrotrans,JAK.05,Semper - Rorotan,68172
2021,1,Mikrotrans,JAK.04,Grogol - Tubagus Angke,45679
2021,1,Mikrotrans,JAK.03,Lebak Bulus - Andara,31712
2021,1,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,44415
2021,1,Mikrotrans,JAK.01,Ttanjung Priok - Plumpang,56172
2021,1,BRT,9,Pinang Ranti - Pluit,622613
2021,1,BRT,8,Lebak Bulus - Harmoni,419996
2021,1,BRT,7,Kampung Rambutan - Kampung Melayu,377657
2021,1,BRT,6,Ragunan - Dukuh Atas 2,320411
2021,1,BRT,5,Kampung Melayu - Ancol,400573
2021,1,BRT,4,Pulo Ggadung 2 - Tosari,249575
2021,1,BRT,3,Kalideres - Pasar Baru,444971
2021,1,BRT,2,Pulo Gadung 1 - Harmoni,323751
2021,1,BRT,13,Ciledug - Tendean,266290
2021,1,BRT,12,Penjaringan - Sunter Bouleverd Barat,137793
2021,1,BRT,11,Pulo Gebang - Kampung Melayu,134632
2021,1,BRT,10,Tanjung Priok - PGC 2,356211
2021,1,BRT,1,Blok M - Kota,773717
2021,1,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,261
2021,1,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,76
2021,1,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15039
2021,1,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,75918
2021,1,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6867
2021,1,Angkutan Umum Integrasi,8E,Bintaro - Blok M,21336
2021,1,Angkutan Umum Integrasi,8D,Joglo - Blok M,38523
2021,1,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,13021
2021,1,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,27248
2021,1,Angkutan Umum Integrasi,7D,Pancoran - TMII,17464
2021,1,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87284
2021,1,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,47005
2021,1,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1780
2021,1,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,25781
2021,1,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,15742
2021,1,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,94200
2021,1,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,87492
